batch_size,avg_time_ms
269,0.008105
270,0.008090
271,0.008090
272,0.008069
273,0.008097
274,0.008082
275,0.008102
276,0.008095
277,0.008102
278,0.008077
279,0.008100
280,0.008095
281,0.008092
282,0.008082
283,0.008102
284,0.008092
285,0.008105
286,0.008095
287,0.008123
288,0.008090
289,0.008108
290,0.008102
291,0.008090
292,0.008079
293,0.008115
294,0.008097
295,0.008105
296,0.008102
297,0.008100
298,0.008097
299,0.008110
300,0.008100
301,0.008428
302,0.008074
303,0.008100
304,0.008084
305,0.008108
306,0.008105
307,0.008108
308,0.008095
309,0.008118
310,0.008097
311,0.008100
312,0.008077
313,0.008115
314,0.008095
315,0.008113
316,0.008105
317,0.008113
318,0.008095
319,0.008115
320,0.008563
321,0.008090
322,0.008084
323,0.008110
324,0.008092
325,0.008100
326,0.008108
327,0.008113
328,0.008097
329,0.008123
330,0.008092
331,0.008097
332,0.008082
333,0.008110
334,0.008102
335,0.008118
336,0.008108
337,0.008108
338,0.008092
339,0.008118
340,0.008105
341,0.008105
342,0.008084
343,0.008115
344,0.008102
345,0.008110
346,0.008102
347,0.008108
348,0.008105
349,0.008123
350,0.008535
351,0.008100
352,0.008097
353,0.008125
354,0.008108
355,0.008118
356,0.008118
357,0.008120
358,0.008108
359,0.008131
360,0.008128
361,0.008115
362,0.008097
363,0.008133
364,0.008125
365,0.008123
366,0.008125
367,0.008125
368,0.008115
369,0.008138
370,0.008120
371,0.008120
372,0.008110
373,0.008136
374,0.008133
375,0.008136
376,0.008125
377,0.008131
378,0.008118
379,0.008138
380,0.008125
381,0.008125
382,0.008102
383,0.008138
384,0.008120
385,0.008166
386,0.008154
387,0.008159
388,0.008148
389,0.008169
390,0.008148
391,0.008146
392,0.008133
393,0.008164
394,0.008138
395,0.008156
396,0.008151
397,0.008154
398,0.008146
399,0.008174
400,0.008151
401,0.008154
402,0.008133
403,0.008161
404,0.008156
405,0.008166
406,0.008164
407,0.008161
408,0.008154
409,0.008174
410,0.008159
411,0.008161
412,0.008138
413,0.008159
414,0.008156
415,0.008172
416,0.008159
417,0.008172
418,0.008148
419,0.008177
420,0.008148
421,0.008161
422,0.008143
423,0.008169
424,0.008156
425,0.008174
426,0.008169
427,0.008161
428,0.008154
429,0.008174
430,0.008164
431,0.008156
432,0.008143
433,0.008174
434,0.008159
435,0.008172
436,0.008166
437,0.008169
438,0.008161
439,0.008184
440,0.008159
441,0.008161
442,0.008148
443,0.008169
444,0.008164
445,0.008174
446,0.008169
447,0.008177
448,0.008164
449,0.008177
450,0.008166
451,0.008164
452,0.008151
453,0.008177
454,0.008164
455,0.008172
456,0.008166
457,0.008172
458,0.008156
459,0.008184
460,0.008166
461,0.008166
462,0.008146
463,0.008179
464,0.008164
465,0.008174
466,0.008169
467,0.008174
468,0.008166
469,0.008179
470,0.008161
471,0.008164
472,0.008143
473,0.008182
474,0.008169
475,0.008179
476,0.008172
477,0.008177
478,0.008166
479,0.008182
480,0.008169
481,0.008177
482,0.008156
483,0.008182
484,0.008172
485,0.008184
486,0.008177
487,0.009016
488,0.008156
489,0.008169
490,0.008166
491,0.008166
492,0.008148
493,0.008172
494,0.008169
495,0.008187
496,0.008182
497,0.008177
498,0.008166
499,0.008192
500,0.008172
501,0.008174
502,0.008159
503,0.008189
504,0.008189
505,0.008182
506,0.008184
507,0.008182
508,0.008172
509,0.008189
510,0.008177
511,0.008174
512,0.008156
513,0.015020
514,0.015002
515,0.015009
516,0.015002
517,0.015014
518,0.014994
519,0.015014
520,0.014999
521,0.014999
522,0.014989
523,0.015030
524,0.014996
525,0.015022
526,0.015014
527,0.015014
528,0.015002
529,0.015014
530,0.014996
531,0.015002
532,0.014989
533,0.015032
534,0.015007
535,0.015022
536,0.015009
537,0.015007
538,0.014999
539,0.015037
540,0.015002
541,0.015007
542,0.014989
543,0.015032
544,0.014996
545,0.015025
546,0.015007
547,0.014999
548,0.014989
549,0.015020
550,0.014999
551,0.015004
552,0.014991
553,0.015032
554,0.015007
555,0.015020
556,0.015012
557,0.015017
558,0.014999
559,0.015022
560,0.014999
561,0.014999
562,0.014986
563,0.015014
564,0.014991
565,0.015017
566,0.015014
567,0.015014
568,0.014999
569,0.015017
570,0.015009
571,0.015007
572,0.014989
573,0.015037
574,0.014999
575,0.015007
576,0.015004
577,0.015002
578,0.014999
579,0.015025
580,0.014996
581,0.015009
582,0.014991
583,0.015030
584,0.015004
585,0.015017
586,0.015009
587,0.015009
588,0.015002
589,0.015017
590,0.015002
591,0.015002
592,0.014986
593,0.015025
594,0.015007
595,0.015014
596,0.015009
597,0.015007
598,0.014999
599,0.015022
600,0.014999
601,0.014999
602,0.014976
603,0.015027
604,0.015004
605,0.015020
606,0.015014
607,0.015014
608,0.015009
609,0.015017
610,0.014999
611,0.015007
612,0.014994
613,0.015032
614,0.014996
615,0.015020
616,0.015009
617,0.015012
618,0.015004
619,0.015020
620,0.015004
621,0.015002
622,0.014984
623,0.015032
624,0.015002
625,0.015027
626,0.015014
627,0.015017
628,0.015002
629,0.015022
630,0.015017
631,0.015004
632,0.015729
633,0.015017
634,0.015007
635,0.015027
636,0.015014
637,0.015014
638,0.015014
639,0.015022
640,0.015009
641,0.015040
642,0.015020
643,0.015045
644,0.015030
645,0.015045
646,0.015045
647,0.015045
648,0.015032
649,0.015053
650,0.015040
651,0.015040
652,0.015022
653,0.015053
654,0.015032
655,0.015050
656,0.015048
657,0.015055
658,0.015053
659,0.015063
660,0.015050
661,0.015045
662,0.015045
663,0.015263
664,0.015035
665,0.015058
666,0.015055
667,0.015055
668,0.015043
669,0.015058
670,0.015045
671,0.015050
672,0.015032
673,0.015063
674,0.015048
675,0.015058
676,0.015060
677,0.015053
678,0.015045
679,0.015055
680,0.015050
681,0.015053
682,0.015035
683,0.015066
684,0.015050
685,0.015058
686,0.015055
687,0.015060
688,0.015048
689,0.015066
690,0.015048
691,0.015050
692,0.015037
693,0.015071
694,0.015048
695,0.015071
696,0.015063
697,0.015071
698,0.015058
699,0.015063
700,0.015050
701,0.015060
702,0.015035
703,0.015076
704,0.015048
705,0.015066
706,0.015068
707,0.015058
708,0.015058
709,0.015081
710,0.015063
711,0.015066
712,0.015043
713,0.015084
714,0.015060
715,0.015076
716,0.015063
717,0.015063
718,0.015048
719,0.015078
720,0.015060
721,0.015060
722,0.015040
723,0.015091
724,0.015066
725,0.015078
726,0.015068
727,0.015071
728,0.015060
729,0.015081
730,0.015060
731,0.015071
732,0.015055
733,0.015084
734,0.015068
735,0.015084
736,0.015073
737,0.015081
738,0.015063
739,0.015091
740,0.015068
741,0.015076
742,0.015060
743,0.015089
744,0.015076
745,0.015086
746,0.015068
747,0.015086
748,0.015071
749,0.015076
750,0.015278
751,0.015063
752,0.015066
753,0.015104
754,0.015068
755,0.015078
756,0.015091
757,0.015084
758,0.015076
759,0.015094
760,0.015071
761,0.015081
762,0.015066
763,0.015094
764,0.015081
765,0.015101
766,0.015094
767,0.015094
768,0.015636
769,0.015084
770,0.015081
771,0.015063
772,0.015076
773,0.015094
774,0.015073
775,0.015089
776,0.015076
777,0.015084
778,0.015073
779,0.015091
780,0.015084
781,0.015084
782,0.015068
783,0.015091
784,0.015071
785,0.015096
786,0.015099
787,0.015094
788,0.015084
789,0.015101
790,0.015076
791,0.015081
792,0.015071
793,0.015101
794,0.015073
795,0.015089
796,0.015089
797,0.015096
798,0.015084
799,0.015101
800,0.015084
801,0.015078
802,0.015073
803,0.015096
804,0.015071
805,0.015094
806,0.015084
807,0.015091
808,0.015084
809,0.015091
810,0.015076
811,0.015073
812,0.015066
813,0.015089
814,0.015060
815,0.015078
816,0.015086
817,0.015081
818,0.015073
819,0.015101
820,0.015071
821,0.015073
822,0.015066
823,0.015084
824,0.015071
825,0.015081
826,0.015084
827,0.015086
828,0.015078
829,0.015091
830,0.015081
831,0.015076
832,0.015066
833,0.015089
834,0.015076
835,0.015091
836,0.015068
837,0.015073
838,0.015068
839,0.015089
840,0.015063
841,0.015081
842,0.015071
843,0.015089
844,0.015076
845,0.015091
846,0.015084
847,0.015078
848,0.015068
849,0.015084
850,0.015071
851,0.015076
852,0.015058
853,0.015081
854,0.015086
855,0.015084
856,0.015086
857,0.015076
858,0.015068
859,0.015094
860,0.015078
861,0.015076
862,0.015073
863,0.015091
864,0.015073
865,0.015086
866,0.015081
867,0.015081
868,0.015071
869,0.015091
870,0.015078
871,0.015073
872,0.015066
873,0.015084
874,0.015068
875,0.015089
876,0.015081
877,0.015086
878,0.015073
879,0.015096
880,0.015084
881,0.015078
882,0.015073
883,0.015107
884,0.015086
885,0.015086
886,0.015089
887,0.015091
888,0.015078
889,0.015096
890,0.015084
891,0.015081
892,0.015076
893,0.015109
894,0.015084
895,0.015096
896,0.015096
897,0.015178
898,0.015165
899,0.015176
900,0.015163
901,0.015171
902,0.015160
903,0.015183
904,0.015163
905,0.015383
906,0.015176
907,0.015160
908,0.015153
909,0.015160
910,0.015163
911,0.015165
912,0.015145
913,0.015181
914,0.015168
915,0.015173
916,0.015171
917,0.015171
918,0.015160
919,0.015181
920,0.015163
921,0.015145
922,0.015150
923,0.015158
924,0.015148
925,0.015171
926,0.015155
927,0.015165
928,0.015165
929,0.015181
930,0.015158
931,0.015163
932,0.015155
933,0.015176
934,0.015160
935,0.015168
936,0.015153
937,0.015165
938,0.015158
939,0.015173
940,0.015153
941,0.015153
942,0.015150
943,0.015163
944,0.015160
945,0.015173
946,0.015173
947,0.015168
948,0.015163
949,0.015176
950,0.015163
951,0.015176
952,0.015150
953,0.015171
954,0.015155
955,0.015183
956,0.015176
957,0.015160
958,0.015163
959,0.015171
960,0.015155
961,0.015148
962,0.015145
963,0.015168
964,0.015163
965,0.015178
966,0.015171
967,0.015171
968,0.015150
969,0.015168
970,0.015163
971,0.015163
972,0.015158
973,0.015171
974,0.015153
975,0.015171
976,0.015160
977,0.015160
978,0.015140
979,0.015173
980,0.015165
981,0.015163
982,0.015158
983,0.015176
984,0.015155
985,0.015165
986,0.015155
987,0.015153
988,0.015148
989,0.015165
990,0.015148
991,0.015155
992,0.015140
993,0.015165
994,0.015148
995,0.015176
996,0.015176
997,0.015171
998,0.015150
999,0.015176
1000,0.015158
1001,0.015160
1002,0.015140
1003,0.015173
1004,0.015155
1005,0.015171
1006,0.015168
1007,0.015165
1008,0.015788
1009,0.015160
1010,0.015140
1011,0.015163
1012,0.015148
1013,0.015178
1014,0.015158
1015,0.015168
1016,0.015163
1017,0.015171
1018,0.015155
1019,0.015178
1020,0.015155
1021,0.015160
1022,0.015145
1023,0.015178
1024,0.015155
